hydropower_Ak,irrigation,environment,flood_control,hydropower_Kp,Name
4344.400647,0.329737048,0.602649007,0,861.6590526,Other solutions
4348.438854,0.328925298,0.602649007,0,860.1163256,Other solutions
4357.570246,0.835493934,0.602649007,0,853.4897577,Other solutions
4352.217819,0.554756058,0.602649007,0,857.7570361,Other solutions
4365.82163,0.883889328,0.602649007,0,852.5830795,Other solutions
4347.664059,0.294839207,0.602649007,0,862.7660156,Other solutions
4327.442765,0.547196632,0.61589404,0,852.4621491,Other solutions
4326.167031,0.552019757,0.61589404,0,852.0402883,Other solutions
4331.267561,0.291514345,0.61589404,0,859.9368261,Other solutions
4319.603941,0.839419023,0.61589404,0,845.7066243,Other solutions
4333.177904,0.723672152,0.61589404,0,851.1703339,Other solutions
4301.39194,0.604783213,0.622516556,0,846.2920403,Other solutions
4312.658104,0.201948504,0.622516556,0,855.6482341,Other solutions
4328.794603,0.375841484,0.622516556,0,855.3646078,Other solutions
4304.927509,0.585945582,0.622516556,0,848.037875,Other solutions
4302.266318,0.730760563,0.622516556,0,844.8100529,Other solutions
4325.209956,0.899527575,0.629139073,0,844.3971024,Other solutions
4323.041784,0.914634318,0.629139073,0,843.6397023,Other solutions
4280.384101,0.292223776,0.635761589,0,849.6588238,Other solutions
4265.206568,0.33246047,0.635761589,0,845.9452344,Other solutions
4311.192991,0.900008101,0.635761589,0,841.5202192,Other solutions
4287.35051,0.601273652,0.635761589,0,843.2336916,Other solutions
4295.158861,0.060183263,0.635761589,0,853.3023872,Other solutions
4244.03375,0.332707799,0.642384106,0,841.7494855,Other solutions
4259.598222,0.542241979,0.642384106,0,840.0371884,Other solutions
4257.771629,0.252147567,0.642384106,0,845.6794823,Other solutions
4279.02214,0.070118624,0.642384106,0,850.0491371,Other solutions
4263.688561,0.186694745,0.642384106,0,846.9050543,Other solutions
4281.90844,0.804497872,0.642384106,0,839.5263641,Other solutions
4261.922314,0.238455867,0.642384106,0,846.3873078,Other solutions
4290.420023,0.896668648,0.642384106,0,837.2793355,Other solutions
4275.139075,0.90350254,0.649006623,0,834.2370155,Other solutions
4221.856692,0.516982946,0.655629139,0,833.411682,Other solutions
4229.99753,0.254097193,0.655629139,0,839.9930512,Other solutions
4237.67396,0.06921624,0.655629139,0,841.8121669,Other solutions
4249.483188,0.799889737,0.655629139,0,831.2018217,Other solutions
4257.062028,0.914009899,0.655629139,0,830.2165039,Other solutions
4209.652153,0.510267337,0.662251656,0,830.9482154,Other solutions
4209.263851,0.256169681,0.662251656,0,836.0258513,Other solutions
4210.209771,0.097009557,0.662251656,0,836.6152625,Other solutions
4215.341532,0.4921191,0.662251656,0,832.6330067,Other solutions
4220.205467,0.74099474,0.662251656,0,827.9010882,Other solutions
4219.680789,0.900310958,0.668874172,0,822.9608892,Other solutions
4227.201208,0.867099973,0.668874172,0,825.2267935,Other solutions
4156.089709,0.332567817,0.675496689,0,824.2783634,Other solutions
4170.309196,0.372660708,0.675496689,0,821.8781771,Other solutions
4201.234236,0.856157639,0.675496689,0,821.0094697,Other solutions
4177.863765,0.256384013,0.675496689,0,829.4832524,Other solutions
4178.513826,0.221298415,0.675496689,0,829.6885488,Other solutions
4201.51349,0.91462705,0.675496689,0,819.0309355,Other solutions
4202.471005,0.894133924,0.675496689,0,819.4791351,Other solutions
4149.021588,0.30537838,0.682119205,0,823.3777743,Other solutions
4168.483844,0.256286614,0.682119205,0,827.6031463,Other solutions
4191.328414,0.900272991,0.682119205,0,817.2781325,Other solutions
4166.683563,0.007107808,0.682119205,0,828.0518333,Other solutions
4188.254466,0.804350499,0.688741722,0,820.6975594,Other solutions
4109.198618,0.336031018,0.695364238,0,814.4081618,Other solutions
4117.329073,0.253679439,0.695364238,0,817.7183072,Other solutions
4132.713266,0.579891981,0.695364238,0,813.0341904,Other solutions
4153.269356,0.860815091,0.695364238,0,810.2092135,Other solutions
4139.288404,0.069492794,0.695364238,0,822.4550804,Other solutions
4131.903906,0.614563253,0.695364238,0,812.6639991,Other solutions
4130.766376,0.233351726,0.695364238,0,820.5022373,Other solutions
4100.88972,0.30061905,0.701986755,0,811.0982767,Other solutions
4111.87666,0.603146918,0.701986755,0,808.7702323,Other solutions
4126.908393,0.894321843,0.701986755,0,804.0199554,Other solutions
4116.990011,0.79858645,0.701986755,0,805.7989899,Other solutions
4112.10131,0.230005833,0.701986755,0,817.0843153,Other solutions
4095.327335,0.253812794,0.708609272,0,813.2236594,Other solutions
4109.696111,0.910515438,0.708609272,0,801.0550615,Other solutions
4108.084332,0.529876017,0.708609272,0,810.3017748,Other solutions
4063.035151,0.280356991,0.715231788,0,806.5602105,Other solutions
4060.813009,0.333469518,0.715231788,0,804.6837822,Other solutions
4098.686353,0.860815443,0.715231788,0,799.1385794,Other solutions
4073.346298,0.60840479,0.715231788,0,800.8592569,Other solutions
4072.884974,0.595620224,0.715231788,0,801.3303172,Other solutions
4069.307196,0.219095707,0.715231788,0,807.9001867,Other solutions
4071.273596,0.545118121,0.715231788,0,802.5844235,Other solutions
4098.241033,0.903576118,0.715231788,0,798.0113653,Other solutions
4075.311229,0.055422237,0.715231788,0,809.8885238,Other solutions
4042.172476,0.24593176,0.721854305,0,802.8523723,Other solutions
4054.806352,0.125113373,0.721854305,0,805.6173922,Other solutions
4059.349798,0.61619931,0.721854305,0,797.9028636,Other solutions
4068.549082,0.586557118,0.721854305,0,800.4104286,Other solutions
4068.776033,0.520160564,0.721854305,0,802.4851385,Other solutions
4072.164141,0.858582242,0.721854305,0,794.4191552,Other solutions
4067.50905,0.904805674,0.728476821,0,792.7059273,Other solutions
4083.928796,0.822678183,0.735099338,0,797.346769,Other solutions
4055.134442,0.878479801,0.735099338,0,790.7039112,Other solutions
3999.1485,0.288645831,0.741721854,0,793.9881032,Other solutions
4023.705665,0.20459729,0.741721854,0,799.484799,Other solutions
4026.634269,0.023767611,0.741721854,0,800.1155537,Other solutions
4034.480699,0.886189377,0.741721854,0,785.4869112,Other solutions
4063.118138,0.823114952,0.741721854,0,792.894608,Other solutions
4031.627681,0.901871126,0.741721854,0,785.2939631,Other solutions
3981.985974,0.211351251,0.754966887,0,790.4479917,Other solutions
3972.59488,0.389290793,0.754966887,0,784.3565951,Other solutions
3967.147344,0.256302234,0.754966887,0,787.9491633,Other solutions
3982.019677,0.058086752,0.754966887,0,791.1730663,Other solutions
3980.676853,0.547996191,0.754966887,0,783.8027155,Other solutions
3996.525086,0.878870826,0.754966887,0,778.326333,Other solutions
3996.102914,0.90653453,0.754966887,0,777.8552373,Other solutions
3960.564109,0.213060209,0.761589404,0,786.021793,Other solutions
3956.040967,0.299058816,0.761589404,0,785.1699224,Other solutions
3968.522102,0.641861002,0.761589404,0,779.2900501,Other solutions
3964.686191,0.014426991,0.761589404,0,787.7407083,Other solutions
3963.808396,0.136058779,0.761589404,0,787.5787129,Other solutions
3985.178838,0.905915132,0.761589404,0,775.2919099,Other solutions
3973.559582,0.831292522,0.761589404,0,775.6720568,Other solutions
3968.648579,0.568079986,0.761589404,0,780.9450887,Other solutions
3935.010999,0.255452126,0.774834437,0,781.5960804,Other solutions
3914.265768,0.30410847,0.774834437,0,776.4313471,Other solutions
3942.245059,0.897557149,0.774834437,0,766.8826096,Other solutions
3938.36459,0.905107789,0.774834437,0,765.9785105,Other solutions
3939.222973,0.547289723,0.774834437,0,775.5229224,Other solutions
3933.125933,0.571995841,0.774834437,0,773.5506252,Other solutions
3938.675087,0.76967476,0.774834437,0,770.5906732,Other solutions
3902.406842,0.242389253,0.781456954,0,775.5300786,Other solutions
3898.237994,0.253928526,0.781456954,0,774.5675455,Other solutions
3910.700007,0.078871706,0.781456954,0,777.1238898,Other solutions
3908.838193,0.108432932,0.781456954,0,776.8085289,Other solutions
3913.592306,0.020500447,0.781456954,0,777.7177102,Other solutions
3912.887674,0.311595708,0.781456954,0,774.1787539,Other solutions
3920.377434,0.755087867,0.781456954,0,767.0726242,Other solutions
3913.130326,0.904746587,0.781456954,0,760.999594,Other solutions
3929.586227,0.860379482,0.781456954,0,765.6775581,Other solutions
3921.024728,0.547089091,0.781456954,0,771.8635966,Other solutions
3909.821854,0.583082613,0.78807947,0,768.280986,Other solutions
3869.254037,0.124003051,0.794701987,0,768.8278401,Other solutions
3884.443894,0.333059834,0.794701987,0,768.1957009,Other solutions
3889.041456,0.907541729,0.794701987,0,756.3141881,Other solutions
3894.754564,0.603735532,0.794701987,0,765.3335018,Other solutions
3856.651012,0.902115683,0.801324503,0,750.2428956,Fair environment
3872.413595,0.608623387,0.801324503,0,760.0862931,Fair environment
3865.602424,0.804057831,0.801324503,0,754.9850665,Fair environment
3880.749049,0.533135086,0.801324503,0,763.933916,Fair environment
3858.617702,0.905945454,0.801324503,0,749.9135646,Fair environment
3870.62708,0.884191319,0.801324503,0,753.1550986,Fair environment
3809.600775,0.584746735,0.814569536,0,748.350646,Fair environment
3807.206011,0.299384632,0.814569536,0,755.4769753,Fair environment
3823.577571,0.50736326,0.814569536,0,752.4170437,Fair environment
3835.799522,0.899071787,0.814569536,0,745.8141552,Fair environment
3835.067089,0.212026998,0.814569536,0,762.1885871,Fair environment
3790.620958,0.29923736,0.821192053,0,752.6790701,Fair environment
3808.016651,0.561640732,0.821192053,0,748.7683734,Fair environment
3799.816043,0.76041199,0.821192053,0,742.1953047,Fair environment
3814.965204,0.526009172,0.821192053,0,751.0554174,Fair environment
3815.893735,0.905777032,0.821192053,0,741.3465848,Fair environment
3807.027328,0.208373343,0.821192053,0,756.829476,Fair environment
3809.430947,0.028804477,0.821192053,0,757.3047604,Fair environment
3818.102723,0.729805985,0.821192053,0,746.5612349,Fair environment
3760.434182,0.291352003,0.834437086,0,746.8231607,Fair environment
3769.648974,0.862167838,0.834437086,0,732.6780122,Fair environment
3787.523058,0.72453908,0.834437086,0,739.4742054,Fair environment
3789.688062,0.750185394,0.834437086,0,738.9706161,Fair environment
3759.753092,0.209099914,0.834437086,0,747.4411628,Fair environment
3789.378035,0.596292248,0.834437086,0,744.1728971,Fair environment
3777.128853,0.554110693,0.841059603,0,743.0607736,Fair environment
3778.387793,0.521378506,0.841059603,0,743.4920304,Fair environment
3744.112564,0.228631106,0.841059603,0,744.3926262,Fair environment
3766.148271,0.910364203,0.841059603,0,731.6491146,Fair environment
3767.046131,0.875012381,0.841059603,0,732.144471,Fair environment
3756.214845,0.101817557,0.841059603,0,746.4435639,Fair environment
3714.692991,0.658229226,0.854304636,0,726.6114135,Fair environment
3712.771612,0.168761784,0.854304636,0,738.3934124,Fair environment
3713.189083,0.044093051,0.854304636,0,738.4616572,Fair environment
3720.146982,0.896618277,0.854304636,0,722.5475994,Fair environment
3720.067017,0.902079421,0.854304636,0,722.3894681,Fair environment
3747.95177,0.597740267,0.854304636,0,735.987119,Fair environment
3728.787544,0.555027662,0.860927152,0,733.3958812,Fair environment
3707.555099,0.014557655,0.860927152,0,737.3931681,Fair environment
3704.473413,0.124498993,0.860927152,0,736.7230765,Fair environment
3723.997427,0.604037736,0.860927152,0,731.1010256,Fair environment
3729.662159,0.59741554,0.860927152,0,732.3667213,Fair environment
3691.176876,0.793773754,0.867549669,0,719.399852,Fair environment
3685.129454,0.899112926,0.867549669,0,714.7894043,Fair environment
3700.151204,0.593758245,0.874172185,0,726.6077553,Fair environment
3683.336911,0.900604191,0.874172185,0,715.4106358,Fair environment
3691.960982,0.602383485,0.874172185,0,724.8636376,Fair environment
3663.042876,0.164505037,0.874172185,0,728.6674783,Fair environment
3699.389562,0.104494281,0.874172185,0,735.7625233,Fair environment
3648.416653,0.115758502,0.880794702,0,725.6269403,Fair environment
3662.796412,0.655481779,0.880794702,0,716.4254447,Fair environment
3642.397084,0.240962059,0.880794702,0,724.5678152,Fair environment
3651.568359,0.571504653,0.880794702,0,717.233217,Fair environment
3663.921692,0.898411105,0.880794702,0,711.3027178,Fair environment
3663.452002,0.908316336,0.880794702,0,710.9659261,Fair environment
3683.987375,0.541301079,0.880794702,0,724.3391023,Fair environment
3661.157263,0.841451293,0.880794702,0,711.6259432,Fair environment
3651.189894,0.559510663,0.887417219,0,717.5594032,Fair environment
3609.165711,0.288621644,0.894039735,0,714.766827,Fair environment
3630.681275,0.893537623,0.894039735,0,704.3773462,Fair environment
3608.605168,0.526183736,0.894039735,0,710.386275,Fair environment
3610.012301,0.388644053,0.894039735,0,711.328446,Fair environment
3601.576414,0.205411902,0.894039735,0,716.458484,Fair environment
3618.143945,0.788784426,0.894039735,0,705.4901448,Fair environment
3602.55749,0.150351241,0.894039735,0,716.679384,Fair environment
3604.241585,0.063242058,0.894039735,0,717.1210665,Fair environment
3604.84922,0.03530276,0.894039735,0,717.2667704,Fair environment
3598.665413,0.908783425,0.894039735,0,698.1208198,Fair environment
3592.235295,0.276083679,0.900662252,0,711.8353205,Fair environment
3600.576527,0.411693108,0.900662252,0,711.2717583,Fair environment
3594.335071,0.450552953,0.900662252,0,709.5191453,Fair environment
3604.499132,0.555102196,0.900662252,0,707.2527099,Fair environment
3609.681869,0.888341257,0.900662252,0,701.0967316,Fair environment
3604.188461,0.397432821,0.900662252,0,709.885367,Fair environment
3610.193712,0.890817508,0.900662252,0,700.6871997,Fair environment
3587.991866,0.227970684,0.900662252,0,713.7378356,Fair environment
3590.318448,0.904484583,0.907284768,0,696.5213428,Fair environment
3560.92521,0.194206093,0.913907285,0,708.6562698,Fair environment
3570.685297,0.519982388,0.913907285,0,700.7065969,Fair environment
3578.442005,0.898814272,0.913907285,0,694.0868528,Fair environment
3573.004772,0.901344897,0.913907285,0,692.9740771,Fair environment
3568.852549,0.519315028,0.913907285,0,702.8444804,Fair environment
3559.12001,0.611910565,0.913907285,0,696.2842932,Fair environment
3544.31189,0.744180128,0.920529801,0,691.2734559,Fair environment
3541.929578,0.208578596,0.920529801,0,704.8616527,Fair environment
3543.773115,0.17176574,0.920529801,0,705.1514373,Fair environment
3546.281601,0.001642706,0.920529801,0,705.8198536,Fair environment
3541.352698,0.901382632,0.920529801,0,686.4087234,Fair environment
3538.473338,0.871090164,0.920529801,0,686.9185949,Fair environment
3543.52617,0.693219015,0.920529801,0,693.3766984,Fair environment
3552.355657,0.568988698,0.920529801,0,698.0069003,Fair environment
3553.760263,0.335211313,0.920529801,0,700.7053932,Fair environment
3513.455654,0.193733685,0.933774834,0,699.3545205,Fair environment
3512.452504,0.70014976,0.933774834,0,687.0467446,Fair environment
3497.721415,0.408056532,0.933774834,0,688.3946582,Fair environment
3502.611083,0.351769181,0.933774834,0,694.3403044,Fair environment
3518.825559,0.899106427,0.933774834,0,682.3600779,Fair environment
3499.514043,0.20831942,0.933774834,0,696.4751472,Fair environment
3515.546658,0.902207888,0.933774834,0,682.155334,Fair environment
3484.135732,0.536928369,0.940397351,0,685.0766791,Fair environment
3505.534161,0.886986138,0.940397351,0,679.7709665,Fair environment
3491.924241,0.6938927,0.940397351,0,683.1106666,Fair environment
3479.702658,0.357151196,0.940397351,0,689.2202263,Fair environment
3494.087516,0.099511384,0.940397351,0,695.6680184,Fair environment
3493.819245,0.105389056,0.940397351,0,695.6143876,Fair environment
3487.798526,0.155380291,0.940397351,0,694.3334751,Fair environment
3484.850712,0.90021949,0.940397351,0,674.9591911,Fair environment
3484.082352,0.911132671,0.940397351,0,675.1738178,Fair environment
3449.13087,0.18139959,0.953642384,0,686.6312156,Fair environment
3445.101314,0.415775752,0.953642384,0,677.5734565,Fair environment
3437.955629,0.908265379,0.953642384,0,665.8449448,Fair environment
3439.611342,0.546144252,0.953642384,0,675.9374565,Fair environment
3467.482037,0.896518578,0.953642384,0,671.6552787,Fair environment
3456.345808,0.003673694,0.953642384,0,688.3748572,Fair environment
3446.046731,0.357449338,0.953642384,0,682.858474,Fair environment
3454.467635,0.104249608,0.953642384,0,687.9121952,Fair environment
3424.561316,0.152584957,0.960264901,0,682.0531077,Fair environment
3417.095252,0.204131813,0.960264901,0,680.5218006,Fair environment
3445.144715,0.831173166,0.960264901,0,670.0593628,Fair environment
3446.472489,0.843182512,0.960264901,0,669.6224056,Fair environment
3445.726236,0.883898386,0.960264901,0,668.6436467,Fair environment
3428.326901,0.345736802,0.960264901,0,676.3738747,Fair environment
3445.943635,0.65236483,0.960264901,0,674.9698503,Fair environment
3431.486035,0.902208212,0.960264901,0,664.2692496,Fair environment
3435.322653,0.083002119,0.960264901,0,684.1496595,Fair environment
3405.257718,0.257119414,0.960264901,0,676.5726752,Fair environment
3391.101346,0.357108275,0.973509934,0,671.2818285,Fair environment
3407.002951,0.889914169,0.973509934,0,660.5158991,Fair environment
3398.214628,0.181380469,0.973509934,0,676.5614156,Fair environment
3409.669342,0.682306755,0.973509934,0,667.0982831,Fair environment
3418.986198,0.788818975,0.973509934,0,666.1863934,Fair environment
3393.501815,0.256122899,0.973509934,0,672.0103866,Fair environment
3398.057374,0.305785838,0.973509934,0,671.9550342,Fair environment
3363.596095,0.270633525,0.98013245,0,668.1177585,Fair environment
3366.344408,0.332964901,0.98013245,0,666.8511794,Fair environment
3365.565099,0.350385957,0.98013245,0,666.4661684,Fair environment
3391.08314,0.862109205,0.98013245,0,657.7365578,Fair environment
3382.678325,0.76909534,0.98013245,0,658.2339514,Fair environment
3360.726108,0.456553756,0.98013245,0,663.0304527,Fair environment
3352.94233,0.905136997,0.986754967,0,648.6274681,Fair environment
3339.264268,0.384174722,0.993377483,0,657.259802,Fair environment
3333.596385,0.408484164,0.993377483,0,655.5449807,Fair environment
3325.122765,0.457267369,0.993377483,0,652.5830928,Fair environment
3333.232951,0.683741796,0.993377483,0,649.9900819,Fair environment
3327.30937,0.693770104,0.993377483,0,650.1083846,Fair environment
3334.614277,0.878490052,0.993377483,0,644.8950138,Fair environment
3332.561137,0.318959275,0.993377483,0,659.7167669,Fair environment
3329.828614,0.636110077,0.993377483,0,650.3326189,Fair environment
3317.937018,0.217404822,0.993377483,0,660.8265395,Fair environment
3327.040904,0.359448831,0.993377483,0,657.5865296,Fair environment
3320.970033,0.104087604,0.993377483,0,661.5103186,Fair environment
1000,0,0,-1,180,Min
5100,1,1,0,1000,Max
4478.761759,0.349188903,0.59602649,0,888.1341457,Fair hydropower
4468.604344,0.563818501,0.59602649,0,883.1155765,Fair hydropower
4478.625602,0.357963414,0.59602649,0,887.9836668,Fair hydropower
4478.088521,0.253138702,0.59602649,0,889.8685929,Fair hydropower
4474.334483,0.905170024,0.59602649,0,875.3766342,Fair hydropower
4475.498789,0.458948523,0.59602649,0,886.3249594,Fair hydropower
4475.503746,0.518995295,0.59602649,0,884.6696254,Fair hydropower
4473.918586,0.804379648,0.59602649,0,879.4119172,Fair hydropower
4473.53218,0.727525593,0.59602649,0,880.6881081,Fair hydropower
4475.65011,0.602577637,0.59602649,0,882.2233841,Fair hydropower
4474.573389,0.552899807,0.59602649,0,882.7622359,Fair hydropower
4474.351032,0.883285552,0.59602649,0,875.8510895,Fair hydropower
4475.095003,0.692245812,0.59602649,0,881.579761,Fair hydropower
4477.848446,0.400494829,0.59602649,0,885.923179,Fair hydropower
4481.797103,0.137269915,0.59602649,0,890.7308263,Best hydropower
3600.249534,0.916337748,0.894039735,0,697.6727007,Best irrigation
3316.385332,0.565721274,1,0,651.0975178,Best environment
3318.97048,0.707907311,1,0,646.775251,Best environment
3322.848209,0.90144186,1,0,642.6056382,Best environment
